clientId,ms,x,y,z
alpha,9474,0.009765625,0.03515625,0.953125
alpha,9477,0.02734375,0.037109375,0.970703125
alpha,9480,0.033203125,0.029296875,0.978515625
alpha,9484,0.03125,0.037109375,0.994140625
alpha,9486,0.02734375,0.0390625,0.9921875
alpha,9489,0.037109375,0.037109375,0.9765625
alpha,9491,0.0234375,0.041015625,0.966796875
alpha,9494,0.0234375,0.041015625,0.98046875
alpha,9496,0.009765625,0.041015625,0.98828125
alpha,9499,0.013671875,0.0390625,0.986328125
alpha,9501,0.02734375,0.041015625,0.96484375
alpha,9504,0.04296875,0.037109375,0.958984375
alpha,9506,0.052734375,0.03515625,0.96875
alpha,9509,0.029296875,0.0390625,0.986328125
alpha,9511,0.03515625,0.0390625,0.96484375
alpha,9514,0.041015625,0.03515625,0.986328125
alpha,9516,0.03515625,0.041015625,0.962890625
alpha,9519,0.029296875,0.04296875,0.94921875
alpha,9521,0.029296875,0.03515625,0.962890625
alpha,9524,0.03515625,0.037109375,0.947265625
alpha,9526,0.03125,0.041015625,0.955078125
alpha,9529,0.03515625,0.0390625,0.984375
alpha,9531,0.025390625,0.037109375,0.998046875
alpha,9534,0.02734375,0.041015625,1.0
alpha,9536,0.02734375,0.033203125,0.9765625
alpha,9539,0.029296875,0.03125,0.98828125
alpha,9541,0.03515625,0.03125,0.98828125
alpha,9544,0.037109375,0.033203125,0.962890625
alpha,9546,0.03125,0.04296875,0.955078125
alpha,9549,0.03125,0.033203125,0.9609375
alpha,9551,0.02734375,0.03515625,0.947265625
alpha,9554,0.021484375,0.033203125,0.966796875
alpha,9556,0.029296875,0.04296875,0.982421875
alpha,9559,0.03125,0.03515625,0.951171875
alpha,9562,0.00390625,0.0390625,0.947265625
alpha,9566,0.015625,0.04296875,0.970703125
alpha,9568,0.021484375,0.046875,0.978515625
alpha,9571,0.0234375,0.046875,0.982421875
alpha,9573,0.0234375,0.044921875,0.98046875
alpha,9576,0.025390625,0.041015625,0.986328125
alpha,9578,0.02734375,0.03515625,0.982421875
alpha,9581,0.03515625,0.041015625,0.96484375
alpha,9583,0.0234375,0.046875,0.978515625
alpha,9586,0.0234375,0.037109375,0.974609375
alpha,9589,0.037109375,0.033203125,0.974609375
alpha,9591,0.037109375,0.0390625,0.990234375
alpha,9594,0.017578125,0.04296875,0.955078125
alpha,9596,0.029296875,0.0390625,0.9296875
alpha,9599,0.033203125,0.03515625,0.970703125
alpha,9602,0.0390625,0.0390625,0.95703125
alpha,9604,0.03125,0.03515625,0.962890625
alpha,9607,0.025390625,0.033203125,0.9375
alpha,9610,0.044921875,0.041015625,0.95703125
alpha,9612,0.033203125,0.041015625,0.96484375
alpha,9615,0.037109375,0.0390625,0.97265625
alpha,9619,0.03125,0.044921875,0.978515625
alpha,9621,0.03125,0.037109375,0.982421875
alpha,9624,0.03515625,0.03515625,1.013671875
alpha,9626,0.03515625,0.037109375,0.98828125
alpha,9629,0.0390625,0.044921875,0.98046875
alpha,9631,0.037109375,0.033203125,0.9765625
alpha,9634,0.037109375,0.033203125,1.01171875
alpha,9636,0.041015625,0.033203125,1.0078125
alpha,9639,0.0234375,0.04296875,0.966796875
alpha,9641,0.021484375,0.037109375,0.958984375
alpha,9644,0.021484375,0.037109375,0.9921875
alpha,9646,0.025390625,0.029296875,0.994140625
alpha,9649,0.021484375,0.03125,1.009765625
alpha,9651,0.021484375,0.03515625,1.0234375
alpha,9654,0.025390625,0.029296875,1.00390625
alpha,9656,0.01953125,0.037109375,0.98046875
alpha,9659,0.02734375,0.025390625,0.98828125
alpha,9661,0.0390625,0.017578125,1.015625
alpha,9664,0.041015625,0.01953125,1.01171875
alpha,9666,0.048828125,0.02734375,0.9765625
alpha,9669,0.044921875,0.033203125,0.966796875
alpha,9671,0.048828125,0.029296875,0.970703125
alpha,9674,0.0546875,0.03515625,0.96875
alpha,9676,0.046875,0.029296875,1.005859375
alpha,9679,0.04296875,0.0234375,1.021484375
alpha,9681,0.05859375,0.029296875,0.978515625
alpha,9684,0.04296875,0.037109375,0.96484375
alpha,9687,0.05078125,0.041015625,0.9453125
alpha,9689,0.03515625,0.052734375,0.984375
alpha,9692,0.037109375,0.044921875,0.994140625
alpha,9694,0.025390625,0.044921875,0.966796875
alpha,9697,0.046875,0.03125,1.009765625
alpha,9699,0.03125,0.044921875,0.986328125
alpha,9702,0.013671875,0.04296875,0.947265625
alpha,9706,0.046875,0.0390625,0.94921875
alpha,9708,0.04296875,0.04296875,0.935546875
alpha,9711,0.017578125,0.04296875,0.947265625
alpha,9714,0.02734375,0.03515625,0.990234375
alpha,9716,0.033203125,0.02734375,0.99609375
alpha,9719,0.03515625,0.029296875,0.974609375
alpha,9721,0.03125,0.03515625,0.984375
alpha,9724,0.033203125,0.046875,0.955078125
alpha,9728,0.044921875,0.044921875,0.962890625
alpha,9730,0.025390625,0.041015625,0.974609375
alpha,9733,0.021484375,0.04296875,0.9765625
alpha,9736,0.01953125,0.0390625,0.978515625
alpha,9738,0.015625,0.041015625,0.986328125
alpha,9741,0.029296875,0.0390625,1.0
alpha,9744,0.017578125,0.033203125,0.962890625
alpha,9746,0.0234375,0.037109375,0.962890625
alpha,9749,0.013671875,0.048828125,0.93359375
alpha,9751,0.021484375,0.05859375,0.94921875
alpha,9754,0.033203125,0.048828125,0.93359375
alpha,9756,0.037109375,0.046875,0.962890625
alpha,9759,0.025390625,0.03515625,0.95703125
alpha,9761,0.021484375,0.04296875,0.951171875
alpha,9764,0.033203125,0.04296875,0.951171875
alpha,9766,0.017578125,0.04296875,0.943359375
alpha,9769,0.037109375,0.037109375,0.962890625
alpha,9771,0.03125,0.03515625,0.966796875
alpha,9774,0.025390625,0.03125,0.943359375
alpha,9776,0.033203125,0.033203125,1.00390625
alpha,9779,0.02734375,0.03125,1.02734375
alpha,9781,0.02734375,0.029296875,1.02734375
alpha,9784,0.021484375,0.02734375,1.01171875
alpha,9786,0.017578125,0.037109375,1.01953125
alpha,9789,0.017578125,0.03515625,1.021484375
bravo,2,0.0390625,0.033203125,0.9765625
bravo,4,0.0390625,0.037109375,0.974609375
bravo,7,0.046875,0.03125,0.96875
bravo,9,0.041015625,0.037109375,0.955078125
bravo,12,0.04296875,0.0390625,0.94921875
bravo,14,0.033203125,0.0390625,0.958984375
bravo,17,0.041015625,0.03125,0.978515625
bravo,19,0.037109375,0.033203125,0.978515625
bravo,22,0.052734375,0.029296875,0.97265625
bravo,24,0.041015625,0.033203125,0.978515625
bravo,27,0.052734375,0.037109375,0.970703125
bravo,29,0.05078125,0.029296875,0.970703125
bravo,32,0.048828125,0.0390625,0.97265625
bravo,34,0.0390625,0.044921875,0.978515625
bravo,37,0.0390625,0.044921875,0.974609375
bravo,39,0.041015625,0.05078125,0.958984375
bravo,42,0.04296875,0.048828125,0.9609375
bravo,44,0.03515625,0.046875,0.97265625
bravo,46,0.037109375,0.037109375,0.966796875
bravo,49,0.052734375,0.033203125,0.97265625
bravo,51,0.052734375,0.033203125,0.966796875
bravo,54,0.048828125,0.029296875,0.962890625
bravo,56,0.05078125,0.03125,0.97265625
bravo,59,0.05078125,0.029296875,0.9765625
bravo,61,0.037109375,0.033203125,0.978515625
bravo,64,0.048828125,0.033203125,0.974609375
bravo,67,0.04296875,0.037109375,0.978515625
bravo,69,0.037109375,0.029296875,0.974609375
bravo,72,0.0234375,0.02734375,0.98046875
bravo,74,0.015625,0.03125,0.994140625
bravo,77,0.0234375,0.037109375,1.00390625
bravo,79,0.025390625,0.0390625,0.99609375
bravo,82,0.048828125,0.0,0.96875
bravo,84,0.05859375,0.02734375,0.953125
bravo,87,0.033203125,0.0390625,0.970703125
bravo,89,0.015625,0.041015625,0.958984375
bravo,93,0.025390625,0.0390625,0.966796875
bravo,96,0.03515625,0.03515625,0.966796875
bravo,98,0.044921875,0.03515625,0.970703125
bravo,101,0.04296875,0.03515625,0.97265625
bravo,103,0.041015625,0.0390625,0.978515625
bravo,106,0.05078125,0.033203125,0.966796875
bravo,109,0.0390625,0.033203125,0.96875
bravo,111,0.0390625,0.033203125,0.966796875
bravo,114,0.03515625,0.03125,0.982421875
bravo,116,0.05078125,0.033203125,0.974609375
bravo,119,0.041015625,0.03515625,0.9765625
bravo,121,0.0234375,0.037109375,0.986328125
bravo,124,0.037109375,0.025390625,0.97265625
bravo,128,0.044921875,0.0234375,0.994140625
bravo,131,0.037109375,0.029296875,0.9921875
bravo,133,0.025390625,0.029296875,0.98046875
bravo,136,0.033203125,0.033203125,0.958984375
bravo,139,0.0390625,0.037109375,0.97265625
bravo,141,0.048828125,0.0390625,0.951171875
bravo,144,0.033203125,0.03515625,0.955078125
bravo,147,0.0390625,0.029296875,0.96875
bravo,151,0.03125,0.03515625,0.9765625
bravo,153,0.046875,0.03125,0.978515625
bravo,156,0.046875,0.029296875,0.98828125
bravo,158,0.05078125,0.03125,0.966796875
bravo,161,0.060546875,0.03515625,0.978515625
bravo,163,0.06640625,0.02734375,0.990234375
bravo,166,0.048828125,0.02734375,0.998046875
bravo,168,0.0390625,0.0234375,0.99609375
bravo,171,0.037109375,0.02734375,0.98828125
bravo,173,0.04296875,0.03125,0.982421875
bravo,176,0.046875,0.029296875,0.98046875
bravo,178,0.044921875,0.025390625,0.98828125
bravo,181,0.04296875,0.0234375,0.9765625
bravo,183,0.041015625,0.029296875,0.962890625
bravo,186,0.033203125,0.03125,0.958984375
bravo,188,0.033203125,0.03125,0.970703125
bravo,191,0.046875,0.03125,0.978515625
bravo,193,0.048828125,0.03515625,0.984375
bravo,196,0.04296875,0.0390625,0.98046875
bravo,198,0.05078125,0.037109375,0.96875
bravo,201,0.0390625,0.03515625,0.984375
bravo,205,0.0390625,0.03515625,0.974609375
bravo,207,0.041015625,0.033203125,0.97265625
bravo,210,0.04296875,0.029296875,0.97265625
bravo,212,0.0390625,0.03125,0.97265625
bravo,215,0.03515625,0.03125,0.97265625
bravo,217,0.037109375,0.037109375,0.97265625
bravo,220,0.03515625,0.033203125,0.970703125
bravo,222,0.03515625,0.029296875,0.95703125
bravo,225,0.02734375,0.033203125,0.966796875
bravo,227,0.037109375,0.029296875,0.96875
bravo,230,0.0390625,0.02734375,0.970703125
bravo,233,0.0234375,0.029296875,0.98828125
bravo,235,0.025390625,0.03515625,0.966796875
bravo,238,0.0234375,0.041015625,0.96875
bravo,240,0.02734375,0.033203125,0.97265625
bravo,243,0.021484375,0.03125,0.953125
bravo,245,0.037109375,0.037109375,0.962890625
bravo,248,0.044921875,0.029296875,0.966796875
bravo,250,0.0390625,0.029296875,0.94140625
bravo,253,0.033203125,0.03515625,0.953125
bravo,256,0.025390625,0.033203125,0.966796875
bravo,258,0.033203125,0.03515625,0.94921875
bravo,262,0.044921875,0.037109375,0.966796875
bravo,265,0.05078125,0.029296875,0.970703125
bravo,268,0.0546875,0.03125,0.9609375
bravo,270,0.044921875,0.0390625,0.94140625
bravo,273,0.04296875,0.03515625,0.94921875
bravo,277,0.0390625,0.025390625,0.947265625
bravo,280,0.044921875,0.037109375,0.9453125
bravo,282,0.048828125,0.033203125,0.951171875
bravo,285,0.033203125,0.029296875,0.990234375
bravo,289,0.037109375,0.029296875,0.978515625
bravo,292,0.033203125,0.033203125,0.984375
bravo,294,0.041015625,0.033203125,0.974609375
bravo,297,0.044921875,0.03515625,0.966796875
bravo,299,0.037109375,0.041015625,0.96484375
bravo,302,0.046875,0.037109375,0.96484375
bravo,304,0.04296875,0.033203125,0.96875
bravo,307,0.046875,0.033203125,0.95703125
bravo,309,0.0390625,0.0390625,0.970703125
bravo,312,0.037109375,0.033203125,0.978515625
bravo,314,0.03125,0.03125,0.97265625
bravo,317,0.03125,0.033203125,0.9765625
bravo,319,0.03515625,0.03125,0.970703125
bravo,322,0.033203125,0.025390625,0.978515625
bravo,324,0.029296875,0.025390625,0.984375
bravo,327,0.037109375,0.02734375,0.978515625
bravo,329,0.041015625,0.03125,0.9765625
bravo,332,0.0390625,0.02734375,0.994140625
bravo,334,0.033203125,0.03125,0.98046875
bravo,337,0.03125,0.029296875,0.984375
bravo,339,0.0390625,0.029296875,0.96875
bravo,342,0.04296875,0.037109375,0.96484375
bravo,344,0.041015625,0.0390625,0.96875
bravo,347,0.0390625,0.029296875,0.96875
bravo,349,0.044921875,0.029296875,0.974609375
bravo,352,0.04296875,0.033203125,0.97265625
bravo,354,0.0390625,0.037109375,0.966796875
bravo,357,0.04296875,0.0234375,0.970703125
bravo,359,0.04296875,0.02734375,0.970703125
bravo,362,0.03515625,0.03515625,0.970703125
bravo,364,0.037109375,0.041015625,0.978515625
bravo,367,0.046875,0.033203125,0.9921875
bravo,370,0.033203125,0.02734375,0.98046875
bravo,372,0.048828125,0.033203125,0.9921875
bravo,376,0.046875,0.03125,0.9921875
bravo,379,0.04296875,0.03125,0.98828125
bravo,381,0.0390625,0.029296875,0.998046875
bravo,384,0.044921875,0.03125,0.994140625
bravo,386,0.0390625,0.03515625,0.978515625
bravo,389,0.02734375,0.02734375,0.97265625
bravo,391,0.03125,0.03515625,0.978515625
bravo,394,0.04296875,0.03515625,0.97265625
bravo,397,0.041015625,0.037109375,0.978515625
bravo,399,0.046875,0.03125,0.974609375
bravo,402,0.064453125,0.029296875,0.9921875
bravo,404,0.046875,0.041015625,0.97265625
bravo,407,0.05859375,0.041015625,0.986328125
bravo,411,0.041015625,0.037109375,0.986328125
bravo,413,0.0390625,0.03515625,0.982421875
bravo,416,0.02734375,0.03515625,0.9921875
bravo,419,0.03125,0.029296875,0.97265625
bravo,421,0.029296875,0.03125,0.97265625
bravo,424,0.04296875,0.029296875,0.958984375
bravo,428,0.033203125,0.03515625,0.962890625
bravo,431,0.03515625,0.02734375,0.96875
bravo,433,0.03515625,0.03125,0.96875
bravo,436,0.033203125,0.029296875,0.970703125
bravo,439,0.03515625,0.03515625,0.984375
bravo,441,0.0390625,0.02734375,0.974609375
bravo,444,0.044921875,0.033203125,0.966796875
bravo,446,0.046875,0.0390625,0.96875
bravo,449,0.060546875,0.037109375,0.97265625
bravo,451,0.060546875,0.037109375,0.98046875
bravo,454,0.044921875,0.02734375,0.984375
bravo,456,0.052734375,0.033203125,0.98828125
bravo,459,0.044921875,0.029296875,0.974609375
bravo,461,0.0390625,0.02734375,0.98046875
bravo,464,0.04296875,0.03125,0.978515625
bravo,466,0.044921875,0.025390625,0.95703125
bravo,469,0.05078125,0.02734375,0.97265625
bravo,471,0.044921875,0.02734375,0.970703125
bravo,474,0.048828125,0.02734375,0.982421875
bravo,476,0.05078125,0.033203125,0.986328125
bravo,479,0.04296875,0.029296875,0.9765625
bravo,481,0.044921875,0.025390625,0.974609375
bravo,484,0.0390625,0.025390625,0.96484375
bravo,486,0.03515625,0.025390625,0.97265625
bravo,489,0.048828125,0.03125,0.98046875
bravo,491,0.04296875,0.0390625,0.974609375
bravo,494,0.044921875,0.0390625,0.96484375
bravo,496,0.029296875,0.044921875,0.974609375
bravo,500,0.03125,0.029296875,0.990234375
bravo,503,0.037109375,0.03125,0.978515625
bravo,505,0.0390625,0.03125,0.9765625
bravo,508,0.03515625,0.033203125,0.97265625
bravo,510,0.041015625,0.0390625,0.96484375
bravo,513,0.0390625,0.03515625,0.966796875
bravo,515,0.033203125,0.029296875,0.978515625
bravo,518,0.03515625,0.033203125,0.9765625
bravo,521,0.029296875,0.033203125,0.9765625
bravo,523,0.03515625,0.037109375,0.982421875
bravo,526,0.033203125,0.03515625,0.98828125
bravo,528,0.056640625,0.046875,0.98046875
bravo,531,0.04296875,0.037109375,0.966796875
bravo,533,0.037109375,0.0390625,0.978515625
bravo,536,0.052734375,0.025390625,0.966796875
bravo,539,0.046875,0.02734375,1.005859375
bravo,541,0.037109375,0.033203125,0.994140625
bravo,545,0.04296875,0.033203125,0.978515625
bravo,548,0.041015625,0.033203125,0.96875
bravo,550,0.04296875,0.033203125,0.96484375
bravo,553,0.037109375,0.037109375,0.96484375
bravo,556,0.029296875,0.029296875,0.9765625
bravo,558,0.029296875,0.03125,0.96484375
bravo,561,0.029296875,0.033203125,0.974609375
bravo,564,0.0234375,0.0390625,0.982421875
bravo,567,0.041015625,0.02734375,0.9765625
bravo,570,0.03515625,0.029296875,0.990234375
bravo,573,0.03515625,0.029296875,0.99609375
bravo,575,0.03515625,0.0234375,0.986328125
bravo,578,0.044921875,0.029296875,0.974609375
bravo,580,0.048828125,0.03125,0.962890625
bravo,583,0.06640625,0.029296875,0.966796875
bravo,585,0.060546875,0.025390625,0.96484375
bravo,588,0.0390625,0.029296875,0.9921875
bravo,590,0.044921875,0.029296875,0.9765625
bravo,593,0.041015625,0.03125,0.9765625
bravo,595,0.03125,0.03125,0.97265625
bravo,598,0.037109375,0.0390625,0.97265625
bravo,600,0.03515625,0.037109375,0.9765625
bravo,603,0.037109375,0.037109375,0.9765625
bravo,605,0.041015625,0.037109375,0.98046875
bravo,608,0.0390625,0.03515625,0.982421875
bravo,610,0.037109375,0.033203125,0.97265625
bravo,613,0.04296875,0.037109375,0.96484375
bravo,615,0.029296875,0.037109375,0.951171875
bravo,618,0.03125,0.03515625,0.96875
bravo,620,0.037109375,0.02734375,0.96875
bravo,623,0.041015625,0.037109375,0.955078125
bravo,625,0.037109375,0.025390625,0.9765625
bravo,628,0.037109375,0.033203125,0.97265625
bravo,630,0.044921875,0.03515625,0.962890625
bravo,633,0.0625,0.029296875,0.9609375
bravo,635,0.05078125,0.025390625,0.939453125
bravo,639,0.033203125,0.0234375,0.9453125
bravo,642,0.033203125,0.0234375,0.9609375
bravo,644,0.033203125,0.029296875,0.966796875
bravo,647,0.041015625,0.033203125,0.953125
bravo,649,0.0390625,0.02734375,0.955078125
bravo,652,0.03515625,0.03125,0.958984375
bravo,655,0.029296875,0.029296875,0.953125
bravo,657,0.03515625,0.033203125,0.953125
bravo,660,0.044921875,0.033203125,0.9609375
bravo,662,0.033203125,0.03515625,0.955078125
bravo,665,0.044921875,0.04296875,0.943359375
bravo,669,0.048828125,0.04296875,0.947265625
bravo,672,0.041015625,0.037109375,0.955078125
bravo,674,0.03125,0.03125,0.9609375
bravo,677,0.03515625,0.033203125,0.96484375
bravo,680,0.04296875,0.03125,0.958984375
bravo,682,0.052734375,0.037109375,0.974609375
bravo,685,0.041015625,0.033203125,0.966796875
bravo,687,0.041015625,0.041015625,0.986328125
bravo,690,0.044921875,0.044921875,0.97265625
bravo,692,0.064453125,0.029296875,0.97265625
bravo,695,0.0625,0.033203125,0.984375
bravo,698,0.0546875,0.025390625,0.994140625
bravo,702,0.029296875,0.03125,0.982421875
bravo,705,0.033203125,0.0234375,0.98828125
bravo,707,0.0390625,0.033203125,0.974609375
bravo,710,0.056640625,0.033203125,0.95703125
bravo,712,0.037109375,0.033203125,0.966796875
bravo,715,0.041015625,0.044921875,0.9453125
bravo,719,0.04296875,0.03515625,0.953125
bravo,722,0.044921875,0.03515625,0.95703125
bravo,724,0.041015625,0.0390625,0.958984375
bravo,727,0.048828125,0.037109375,0.951171875
bravo,729,0.037109375,0.03515625,0.96875
bravo,731,0.03515625,0.033203125,0.9609375
bravo,734,0.03515625,0.033203125,0.974609375
bravo,736,0.041015625,0.041015625,0.982421875
bravo,739,0.04296875,0.0390625,0.982421875
bravo,742,0.048828125,0.033203125,0.982421875
bravo,744,0.04296875,0.029296875,0.974609375
bravo,747,0.03125,0.033203125,0.978515625
bravo,749,0.029296875,0.03125,0.96875
bravo,752,0.02734375,0.033203125,0.966796875
bravo,754,0.0390625,0.033203125,0.96875
bravo,757,0.025390625,0.029296875,0.958984375
bravo,759,0.03125,0.029296875,0.9453125
bravo,762,0.04296875,0.0390625,0.94921875
bravo,764,0.04296875,0.033203125,0.947265625
bravo,767,0.048828125,0.03125,0.970703125
bravo,769,0.0390625,0.029296875,0.970703125
bravo,772,0.025390625,0.029296875,0.984375
bravo,774,0.0234375,0.03125,0.970703125
bravo,777,0.013671875,0.03125,0.978515625
bravo,779,0.021484375,0.033203125,0.98046875
bravo,782,0.021484375,0.033203125,0.97265625
bravo,784,0.04296875,0.02734375,0.9609375
bravo,787,0.041015625,0.025390625,0.953125
bravo,789,0.052734375,0.056640625,0.935546875
bravo,792,0.05078125,0.02734375,0.943359375
bravo,796,0.046875,0.029296875,0.955078125
bravo,798,0.02734375,0.033203125,0.97265625
bravo,801,0.033203125,0.03125,0.970703125
bravo,804,0.037109375,0.029296875,0.9765625
bravo,806,0.037109375,0.03125,0.966796875
bravo,809,0.044921875,0.025390625,0.970703125
bravo,811,0.04296875,0.029296875,0.978515625
bravo,814,0.046875,0.0234375,0.98828125
bravo,816,0.041015625,0.025390625,0.974609375
bravo,819,0.048828125,0.037109375,0.984375
bravo,821,0.03515625,0.033203125,0.95703125
bravo,824,0.044921875,0.03125,0.9765625
bravo,827,0.041015625,0.041015625,0.947265625
bravo,831,0.046875,0.03515625,0.9609375
bravo,833,0.041015625,0.033203125,0.955078125
bravo,836,0.037109375,0.033203125,0.966796875
bravo,838,0.048828125,0.033203125,0.9765625
bravo,841,0.05078125,0.02734375,0.9765625
bravo,844,0.03515625,0.0390625,0.96875
bravo,848,0.037109375,0.029296875,0.97265625
bravo,851,0.041015625,0.03125,0.955078125
bravo,853,0.03515625,0.025390625,0.97265625
bravo,856,0.0546875,0.029296875,0.9609375
bravo,858,0.046875,0.025390625,0.970703125
bravo,861,0.044921875,0.029296875,0.982421875
bravo,863,0.046875,0.025390625,0.974609375
bravo,866,0.037109375,0.02734375,0.96875
bravo,868,0.04296875,0.03125,0.962890625
bravo,871,0.04296875,0.037109375,0.970703125
bravo,873,0.037109375,0.04296875,0.9765625
bravo,876,0.037109375,0.041015625,0.96875
bravo,878,0.04296875,0.04296875,0.966796875
bravo,881,0.033203125,0.037109375,0.958984375
bravo,883,0.03515625,0.0390625,0.94921875
bravo,885,0.037109375,0.0390625,0.958984375
bravo,888,0.03125,0.037109375,0.970703125
bravo,890,0.037109375,0.03125,0.982421875
bravo,893,0.04296875,0.0234375,0.97265625
bravo,895,0.046875,0.025390625,0.96875
bravo,898,0.044921875,0.033203125,0.978515625
bravo,901,0.04296875,0.033203125,0.96875
bravo,903,0.03515625,0.037109375,0.984375
bravo,906,0.029296875,0.0390625,0.9765625
bravo,908,0.044921875,0.0390625,0.958984375
bravo,911,0.05078125,0.033203125,0.939453125
bravo,913,0.05078125,0.037109375,0.96484375
bravo,916,0.03515625,0.0390625,0.978515625
bravo,918,0.0390625,0.03125,0.978515625
bravo,921,0.048828125,0.03125,0.953125
bravo,923,0.046875,0.037109375,0.978515625
bravo,926,0.03515625,0.033203125,0.970703125
bravo,928,0.041015625,0.033203125,0.986328125
bravo,931,0.03515625,0.03125,0.962890625
bravo,933,0.03515625,0.025390625,0.9609375
bravo,936,0.037109375,0.03125,0.974609375
bravo,940,0.037109375,0.033203125,0.9765625
bravo,943,0.03515625,0.03515625,0.970703125
bravo,945,0.03515625,0.03125,0.970703125
bravo,948,0.0390625,0.03125,0.97265625
bravo,950,0.04296875,0.03125,0.962890625
bravo,953,0.029296875,0.029296875,0.974609375
bravo,955,0.0234375,0.025390625,0.97265625
bravo,958,0.044921875,0.025390625,0.9609375
bravo,961,0.033203125,0.029296875,0.966796875
bravo,963,0.04296875,0.017578125,0.974609375
bravo,967,0.046875,0.03125,0.96875
bravo,970,0.0390625,0.033203125,0.98046875
bravo,972,0.029296875,0.029296875,0.9765625
bravo,975,0.037109375,0.025390625,0.98046875
bravo,978,0.041015625,0.03125,0.9765625
bravo,980,0.033203125,0.03125,0.9765625
bravo,983,0.029296875,0.02734375,0.97265625
bravo,987,0.041015625,0.029296875,0.96484375
bravo,990,0.037109375,0.025390625,0.962890625
bravo,993,0.03125,0.02734375,0.97265625
bravo,995,0.048828125,0.025390625,0.95703125
bravo,998,0.044921875,0.037109375,0.95703125
bravo,1000,0.03125,0.03515625,0.994140625
bravo,1003,0.04296875,0.029296875,0.974609375
bravo,1005,0.044921875,0.03125,0.974609375
bravo,1007,0.041015625,0.033203125,0.982421875
bravo,1010,0.03125,0.03125,0.9765625
bravo,1014,0.01953125,0.029296875,0.970703125
bravo,1016,0.029296875,0.02734375,0.97265625
bravo,1019,0.025390625,0.03125,0.970703125
bravo,1021,0.033203125,0.025390625,0.96484375
bravo,1024,0.04296875,0.03125,0.96875
bravo,1026,0.0390625,0.02734375,0.96875
bravo,1029,0.033203125,0.025390625,0.96875
bravo,1031,0.03515625,0.02734375,0.96875
bravo,1034,0.033203125,0.029296875,0.96875
bravo,1036,0.03515625,0.029296875,0.96875
bravo,1039,0.037109375,0.03125,0.97265625
bravo,1041,0.037109375,0.029296875,0.96875
bravo,1044,0.041015625,0.02734375,0.970703125
bravo,1047,0.037109375,0.025390625,0.970703125
bravo,1049,0.0390625,0.02734375,0.970703125
bravo,1052,0.04296875,0.029296875,0.974609375
bravo,1054,0.041015625,0.029296875,0.962890625
bravo,1057,0.04296875,0.03515625,0.96484375
bravo,1059,0.03125,0.03125,0.974609375
bravo,1062,0.037109375,0.0390625,0.984375
bravo,1064,0.037109375,0.029296875,0.982421875
bravo,1067,0.046875,0.03125,0.97265625
bravo,1069,0.052734375,0.03125,0.984375
bravo,1072,0.0546875,0.033203125,0.99609375
bravo,1075,0.044921875,0.037109375,1.005859375
bravo,1077,0.033203125,0.01953125,0.994140625
bravo,1080,0.029296875,0.021484375,0.982421875
bravo,1084,0.033203125,0.025390625,0.994140625
bravo,1086,0.025390625,0.03125,0.982421875
bravo,1089,0.03125,0.029296875,0.978515625
bravo,1091,0.0234375,0.03125,0.98046875
bravo,1094,0.03125,0.02734375,0.98046875
bravo,1097,0.033203125,0.0234375,0.978515625
bravo,1099,0.037109375,0.025390625,0.984375
bravo,1102,0.041015625,0.03125,0.990234375
bravo,1105,0.029296875,0.029296875,0.99609375
bravo,1109,0.037109375,0.03515625,0.998046875
bravo,1111,0.02734375,0.03125,0.990234375
bravo,1114,0.033203125,0.03125,0.978515625
bravo,1117,0.04296875,0.02734375,0.984375
bravo,1119,0.041015625,0.025390625,0.9609375
bravo,1122,0.05859375,0.060546875,0.955078125
bravo,1124,0.056640625,0.03515625,0.947265625
bravo,1127,0.02734375,0.04296875,0.966796875
bravo,1129,0.029296875,0.037109375,0.955078125
bravo,1132,0.05078125,0.037109375,0.966796875
bravo,1134,0.041015625,0.0390625,0.966796875
bravo,1137,0.048828125,0.03125,0.955078125
bravo,1139,0.044921875,0.037109375,0.982421875
bravo,1142,0.033203125,0.046875,0.9765625
bravo,1144,0.037109375,0.033203125,0.984375
bravo,1147,0.037109375,0.037109375,0.962890625
bravo,1149,0.0546875,0.04296875,0.96484375
bravo,1152,0.04296875,0.04296875,0.94140625
bravo,1154,0.044921875,0.04296875,0.935546875
bravo,1157,0.02734375,0.044921875,0.94140625
bravo,1161,0.037109375,0.044921875,0.9609375
bravo,1163,0.033203125,0.033203125,0.982421875
bravo,1166,0.037109375,0.03515625,0.982421875
bravo,1168,0.04296875,0.03515625,0.982421875
bravo,1171,0.0390625,0.029296875,0.974609375
bravo,1173,0.041015625,0.033203125,0.97265625
bravo,1176,0.03125,0.025390625,0.970703125
bravo,1178,0.037109375,0.02734375,0.990234375
bravo,1181,0.033203125,0.029296875,0.998046875
bravo,1183,0.033203125,0.03515625,0.98828125
bravo,1186,0.033203125,0.029296875,0.984375
bravo,1188,0.03125,0.029296875,0.98046875
bravo,1191,0.03125,0.029296875,0.984375
bravo,1194,0.03515625,0.03515625,0.966796875
bravo,1196,0.048828125,0.033203125,0.974609375
bravo,1199,0.044921875,0.033203125,0.990234375
bravo,1201,0.0390625,0.03125,0.982421875
bravo,1204,0.0390625,0.02734375,0.98046875
bravo,1206,0.037109375,0.025390625,0.97265625
bravo,1209,0.037109375,0.03125,0.984375
bravo,1211,0.02734375,0.03125,0.990234375
